movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb
speed racer,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
how do you know,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
knight and day,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
star wars: episode iii - revenge of the sith,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
star wars: episode ii - attack of the clones,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
"monsters, inc.",Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
star wars: episode i - the phantom menace,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
asterix at the olympic games,Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
windtalkers,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
dante's peak,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
night at the museum,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
tomorrow never dies,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
the patriot,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War
ocean's twelve,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller,Brad Pitt Julia Roberts Mini Anden Steven Soderbergh Crime Thriller
mr. & mrs. smith,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller
insurgent,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,Kate Winslet Theo James Mekhi Phifer Robert Schwentke Adventure Sci-Fi Thriller
the aviator,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama,Leonardo DiCaprio Adam Scott Frances Conroy Martin Scorsese Biography Drama
gulliver's travels,Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy
the green hornet,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz Tom Wilkinson Chad L. Coleman Michel Gondry Action Comedy Crime Sci-Fi Thriller
the a-team            ,unknown,George Peppard,Dirk Benedict,Dwight Schultz,Action Adventure Crime,George Peppard Dirk Benedict Dwight Schultz unknown Action Adventure Crime
the smurfs,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj Tim Gunn Madison McKinley Raja Gosnell Adventure Animation Comedy Family Fantasy
home on the range,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,Animation Comedy Family Music Western,Steve Buscemi Roseanne Barr G.W. Bailey Will Finn Animation Comedy Family Music Western
allegiant,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts Theo James Zoë Kravitz Robert Schwentke Action Adventure Mystery Sci-Fi Thriller
real steel,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action Drama Sci-Fi Sport,Hugh Jackman Torey Michael Adkins Olga Fonda Shawn Levy Action Drama Sci-Fi Sport
speed 2: cruise control,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller,Jason Patric Temuera Morrison Lois Chiles Jan de Bont Action Crime Romance Thriller
live free or die hard,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action Adventure Thriller,Bruce Willis Jonathan Sadowski Cyril Raffaelli Len Wiseman Action Adventure Thriller
the lord of the rings: the fellowship of the ring,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
ali,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Biography Drama Sport,Will Smith Jada Pinkett Smith Joe Morton Michael Mann Biography Drama Sport
the cat in the hat,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure Comedy Family Fantasy,Sean Hayes Kelly Preston Spencer Breslin Bo Welch Adventure Comedy Family Fantasy
"i, robot",Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action Mystery Sci-Fi Thriller,Will Smith Bruce Greenwood Chi McBride Alex Proyas Action Mystery Sci-Fi Thriller
kingdom of heaven,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action Adventure Drama History War,Liam Neeson Orlando Bloom Philip Glenister Ridley Scott Action Adventure Drama History War
stuart little,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure Comedy Family Fantasy,Chazz Palminteri Nathan Lane Jeffrey Jones Rob Minkoff Adventure Comedy Family Fantasy
the princess and the frog,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation Family Fantasy Musical Romance,Oprah Winfrey Jenifer Lewis Anika Noni Rose Ron Clements Animation Family Fantasy Musical Romance
"10,000 b.c.            ",Christopher Barnard,Mathew Buck,unknown,unknown,Comedy,Mathew Buck unknown unknown Christopher Barnard Comedy
town & country,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy Romance,Del Zamora Warren Beatty Garry Shandling Peter Chelsom Comedy Romance
gone in sixty seconds,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action Crime Thriller,Nicolas Cage Angelina Jolie Pitt Robert Duvall Dominic Sena Action Crime Thriller
gladiator,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action Drama Romance,Djimon Hounsou Connie Nielsen Oliver Reed Ridley Scott Action Drama Romance
minority report,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action Mystery Sci-Fi Thriller,Tom Cruise Frank Grillo Jessica Capshaw Steven Spielberg Action Mystery Sci-Fi Thriller
harry potter and the chamber of secrets,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Family Fantasy Mystery,Daniel Radcliffe Rupert Grint Emma Watson Chris Columbus Adventure Family Fantasy Mystery
terminator 2: judgment day,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Action Sci-Fi,Joe Morton Jenette Goldstein S. Epatha Merkerson James Cameron Action Sci-Fi
public enemies,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Biography Crime Drama History Romance,Johnny Depp Christian Bale Stephen Graham Michael Mann Biography Crime Drama History Romance
american gangster,Ridley Scott,Denzel Washington,Ruby Dee,RZA,Biography Crime Drama,Denzel Washington Ruby Dee RZA Ridley Scott Biography Crime Drama
true lies,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Action Comedy Thriller,Jamie Lee Curtis Tia Carrere Tom Arnold James Cameron Action Comedy Thriller
the taking of pelham 1 2 3,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Action Crime Thriller,Denzel Washington Ramon Rodriguez Michael Rispoli Tony Scott Action Crime Thriller
little fockers,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Comedy Romance,Robert De Niro Blythe Danner Teri Polo Paul Weitz Comedy Romance
the other guys,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Action Comedy Crime,Dwayne Johnson Will Ferrell Derek Jeter Adam McKay Action Comedy Crime
eraser,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Action Drama Mystery Thriller,Vanessa Williams James Coburn Roma Maffia Chuck Russell Action Drama Mystery Thriller
the hunchback of notre dame,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Animation Drama Family Musical Romance,Demi Moore Jason Alexander Bill Fagerbakke Gary Trousdale Animation Drama Family Musical Romance
the emperor's new groove,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Adventure Animation Comedy Family Fantasy,Eartha Kitt Wendie Malick John Fiedler Mark Dindal Adventure Animation Comedy Family Fantasy
national treasure,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Action Adventure Comedy Family Mystery,Nicolas Cage Armando Riesco Annie Parisse Jon Turteltaub Action Adventure Comedy Family Mystery
eragon,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action Adventure Family Fantasy,Djimon Hounsou Ed Speleers Gary Lewis Stefen Fangmeier Action Adventure Family Fantasy
where the wild things are,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Adventure Drama Family Fantasy,Catherine O'Hara Ryan Corr Max Records Spike Jonze Adventure Drama Family Fantasy
end of days,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Action Fantasy Horror Mystery,CCH Pounder Mark Margolis Udo Kier Peter Hyams Action Fantasy Horror Mystery
blood diamond,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Adventure Drama Thriller,Leonardo DiCaprio Djimon Hounsou Stephen Collins Edward Zwick Adventure Drama Thriller
batman forever,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action Adventure Fantasy,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
starship troopers,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Action Sci-Fi War,Jake Busey Patrick Muldoon Seth Gilliam Paul Verhoeven Action Sci-Fi War
legend of the guardians: the owls of ga'hoole,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Action Adventure Animation Family Fantasy,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action Adventure Animation Family Fantasy
catwoman,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Action Crime Fantasy Romance Thriller,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action Crime Fantasy Romance Thriller
treasure planet,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Adventure Animation Family Sci-Fi,Joseph Gordon-Levitt Martin Short Michael Wincott Ron Clements Adventure Animation Family Sci-Fi
land of the lost,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Adventure Comedy Sci-Fi,Will Ferrell Anna Friel Bobb'e J. Thompson Brad Silberling Adventure Comedy Sci-Fi
son of the mask,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,Comedy Family Fantasy,Jamie Kennedy Traylor Howard Ben Stein Lawrence Guterman Comedy Family Fantasy
the adventures of pluto nash,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,Action Comedy Sci-Fi,Rosario Dawson Randy Quaid Burt Young Ron Underwood Action Comedy Sci-Fi
green zone,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,Action Drama Thriller War,Matt Damon Sean Huze Igal Naor Paul Greengrass Action Drama Thriller War
the spanish prisoner,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,Drama Mystery Thriller,Ben Gazzara Felicity Huffman Campbell Scott David Mamet Drama Mystery Thriller
the mummy returns,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Action Adventure Fantasy Thriller,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action Adventure Fantasy Thriller
gangs of new york,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Crime Drama,Leonardo DiCaprio Liam Neeson Jim Broadbent Martin Scorsese Crime Drama
the flowers of war,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,Drama History Romance War,Christian Bale Ni Ni Shigeo Kobayashi Yimou Zhang Drama History Romance War
surf's up,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Animation Comedy Family Sport,Jeff Bridges Zooey Deschanel Jon Heder Ash Brannon Animation Comedy Family Sport
the stepford wives,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,Comedy Sci-Fi Thriller,Jon Lovitz Matthew Broderick Roger Bart Frank Oz Comedy Sci-Fi Thriller
black hawk down,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,Drama History War,Ioan Gruffudd Sam Shepard Ewen Bremner Ridley Scott Drama History War
the fifth element,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Action Adventure Sci-Fi,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action Adventure Sci-Fi
sex and the city 2,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Comedy Drama Romance,Chris Noth Liza Minnelli Kristin Davis Michael Patrick King Comedy Drama Romance
the road to el dorado,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Adventure Animation Comedy Family Romance,Frank Welker Rosie Perez Elton John Bibo Bergeron Adventure Animation Comedy Family Romance
finding nemo,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Adventure Animation Comedy Family,Alexander Gould Stephen Root Brad Garrett Andrew Stanton Adventure Animation Comedy Family
the lord of the rings: the return of the king,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Action Adventure Drama Fantasy,Orlando Bloom Billy Boyd Bernard Hill Peter Jackson Action Adventure Drama Fantasy
the lord of the rings: the two towers,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
lara croft: tomb raider,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Action Adventure Fantasy Thriller,Angelina Jolie Pitt Noah Taylor Chris Barrie Simon West Action Adventure Fantasy Thriller
jurassic park iii,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,Action Adventure Sci-Fi Thriller,Michael Jeter Trevor Morgan Alessandro Nivola Joe Johnston Action Adventure Sci-Fi Thriller
rise of the planet of the apes,Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,Action Drama Sci-Fi Thriller,James Franco David Oyelowo Tyler Labine Rupert Wyatt Action Drama Sci-Fi Thriller
the spiderwick chronicles,Mark Waters,Martin Short,Tod Fennell,Joan Plowright,Adventure Family Fantasy,Martin Short Tod Fennell Joan Plowright Mark Waters Adventure Family Fantasy
the incredibles,Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,Action Adventure Animation Family,Holly Hunter Craig T. Nelson Lou Romano Brad Bird Action Adventure Animation Family
cutthroat island,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,Action Adventure Comedy,Christopher Masterson Frank Langella Matthew Modine Renny Harlin Action Adventure Comedy
percy jackson & the olympians: the lightning thief,Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,Adventure Family Fantasy,Logan Lerman Rosario Dawson Steve Coogan Chris Columbus Adventure Family Fantasy
men in black,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,Adventure Comedy Family Mystery Sci-Fi,Will Smith Rip Torn Linda Fiorentino Barry Sonnenfeld Adventure Comedy Family Mystery Sci-Fi
toy story 2,John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,Adventure Animation Comedy Family Fantasy,Tom Hanks John Ratzenberger Wayne Knight John Lasseter Adventure Animation Comedy Family Fantasy
unstoppable,Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,Action Thriller,Denzel Washington Rosario Dawson Ethan Suplee Tony Scott Action Thriller
rush hour 2,Brett Ratner,Mei Melançon,John Lone,Harris Yulin,Action Comedy Crime Thriller,Mei Melançon John Lone Harris Yulin Brett Ratner Action Comedy Crime Thriller
what lies beneath,Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,Drama Fantasy Horror Mystery Thriller,Harrison Ford Amber Valletta Miranda Otto Robert Zemeckis Drama Fantasy Horror Mystery Thriller
cloudy with a chance of meatballs,Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,Animation Comedy Family Sci-Fi,Will Forte Bobb'e J. Thompson Al Roker Phil Lord Animation Comedy Family Sci-Fi
ice age: dawn of the dinosaurs,Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,Action Adventure Animation Comedy Family,Denis Leary Maile Flanagan Kelly Keaton Carlos Saldanha Action Adventure Animation Comedy Family
the departed,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,Crime Drama Thriller,Leonardo DiCaprio Matt Damon Ray Winstone Martin Scorsese Crime Drama Thriller
mulan,Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,Adventure Animation Family Fantasy Musical War,Ming-Na Wen Harvey Fierstein June Foray Tony Bancroft Adventure Animation Family Fantasy Musical War
tropic thunder,Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Action Comedy,Robert Downey Jr. Steve Coogan Brandon T. Jackson Ben Stiller Action Comedy
the girl with the dragon tattoo,David Fincher,Robin Wright,Goran Visnjic,Joely Richardson,Crime Drama Mystery Thriller,Robin Wright Goran Visnjic Joely Richardson David Fincher Crime Drama Mystery Thriller
die hard with a vengeance,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,Action Adventure Thriller,Bruce Willis Aldis Hodge Kevin Chamberlin John McTiernan Action Adventure Thriller
sherlock holmes,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,Action Adventure Crime Mystery Thriller,Robert Downey Jr. Eddie Marsan Robert Maillet Guy Ritchie Action Adventure Crime Mystery Thriller
atlantis: the lost empire,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,Action Adventure Animation Family Fantasy Sci-Fi,Leonard Nimoy Jim Varney Cree Summer Gary Trousdale Action Adventure Animation Family Fantasy Sci-Fi
valkyrie,Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Drama History Thriller War,Tom Cruise Tom Wilkinson Thomas Kretschmann Bryan Singer Drama History Thriller War
you don't mess with the zohan,Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,Action Comedy,Adam Sandler Sayed Badreya Kevin Nealon Dennis Dugan Action Comedy
a.i. artificial intelligence,Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,Adventure Drama Sci-Fi,Haley Joel Osment William Hurt Kevin Sussman Steven Spielberg Adventure Drama Sci-Fi
